FC_ID,ID,Target_Month,Create_Month,Model,StatFC,Actual,JudgmFC,Stat_IND,Man_IND,StatMan_IND,Product_Group,Price_Index,Launch_Date,Launch_Month,Launch_Year,Create_CalMonth,Create_Year,Target_CalMonth,Target_Year,Lead_Time,Product_Age,APE_Stat,APE_Judgm,APE_Stat_Shift,APE_Judgm_shift,APE_STAT_LOG,APE_Judgm_LOG,target_year_shift
1881,10039,201611,201601,LONG Pure,755,627,681,1,1,11,8,148,199207,7,1992,1,2016,11,2016,10,120,20.4,8.6,20.4,8.6,3.0162539093,2.1532076919,7
1889,10039,201611,201609,LONG Pure,668,627,478,1,1,11,8,148,199207,7,1992,9,2016,11,2016,2,120,6.5,23.8,6.5,23.8,1.8777957121,3.1681699513,7
1893,10039,201612,201603,LONG Pure,862,513,639,1,1,11,8,148,199207,7,1992,3,2016,12,2016,9,120,68.0,24.6,68.0,24.6,4.219966263,3.2011762478,7
1896,10039,201612,201606,LONG Pure,986,513,619,1,1,11,8,148,199207,7,1992,6,2016,12,2016,6,120,92.2,20.7,92.2,20.7,4.5239897293,3.0283334349,7
1900,10039,201612,201610,LONG Pure,819,513,435,1,1,11,8,148,199207,7,1992,10,2016,12,2016,2,120,59.6,15.2,59.6,15.2,4.0884794428,2.7216031675,7
1922,10039,201702,201609,LONG Pure,629,724,495,1,1,11,8,148,199207,7,1992,9,2016,2,2017,5,120,13.1,31.6,13.1,31.6,2.5742556852,3.4541007972,8
1945,10039,201704,201605,LONG Pure,857,1159,1244,1,1,11,8,148,199207,7,1992,5,2016,4,2017,11,120,26.1,7.3,26.1,7.3,3.26028436,1.9925085991,8
1946,10039,201704,201606,LONG Pure,1012,1159,1334,1,1,11,8,148,199207,7,1992,6,2016,4,2017,10,120,12.7,15.1,12.7,15.1,2.5402899294,2.7146433166,8
1949,10039,201704,201609,LONG Pure,820,1159,1059,1,1,11,8,148,199207,7,1992,9,2016,4,2017,7,120,29.2,8.6,29.2,8.6,3.37585745,2.1550275286,8
1963,10039,201705,201608,LONG Pure,917,713,1288,1,1,11,8,148,199207,7,1992,8,2016,5,2017,9,120,28.6,80.6,28.6,80.6,3.3538087594,4.3900588064,8
1965,10039,201705,201610,LONG Pure,869,713,920,1,1,11,8,148,199207,7,1992,10,2016,5,2017,7,120,21.9,29.0,21.9,29.0,3.0855447728,3.3684075588,8
1968,10039,201705,201701,LONG Pure,842,713,893,1,1,11,8,148,199207,7,1992,1,2017,5,2017,4,120,18.1,25.2,18.1,25.2,2.8955011699,3.2286456165,8
1994,10039,201707,201607,LONG Pure,684,542,861,1,1,11,8,148,199207,7,1992,7,2016,7,2017,12,120,26.2,58.9,26.2,58.9,3.2657312421,4.0750952873,8
2012,10039,201708,201609,LONG Pure,570,434,505,1,1,11,8,148,199207,7,1992,9,2016,8,2017,11,120,31.3,16.4,31.3,16.4,3.4447805376,2.7948055289,8
2015,10039,201708,201612,LONG Pure,543,434,482,1,1,11,8,148,199207,7,1992,12,2016,8,2017,8,120,25.1,11.1,25.1,11.1,3.2234735341,2.4033266628,8
2028,10039,201709,201706,LONG Pure,634,335,603,1,1,11,8,148,199207,7,1992,6,2017,9,2017,3,120,89.3,80.0,89.3,80.0,4.4914832276,4.3820266347,8
2043,10039,201711,201704,LONG Pure,512,460,442,1,1,11,8,148,199207,7,1992,4,2017,11,2017,7,120,11.3,3.9,11.3,3.9,2.4251874151,1.3643154544,8
2053,10039,201712,201704,LONG Pure,704,416,384,1,1,11,8,148,199207,7,1992,4,2017,12,2017,8,120,69.2,7.7,69.2,7.7,4.2374454059,2.0402208285,8
2065,10039,201801,201705,LONG Pure,464,455,493,1,1,11,8,148,199207,7,1992,5,2017,1,2018,8,120,2.0,8.4,2.0,8.4,0.6820973444,2.1224589268,9
2077,10039,201802,201705,LONG Pure,477,469,471,1,1,11,8,148,199207,7,1992,5,2017,2,2018,9,120,1.7,0.4,1.7,0.4,0.5340089592,-0.852285402,9
2079,10039,201802,201707,LONG Pure,500,469,457,1,1,11,8,148,199207,7,1992,7,2017,2,2018,7,120,6.6,2.6,6.6,2.6,1.888554622,0.9394740673,9
2081,10039,201802,201709,LONG Pure,451,469,464,1,1,11,8,148,199207,7,1992,9,2017,2,2018,5,120,3.8,1.1,3.8,1.1,1.3449391754,0.06400533,9
2101,10039,201804,201702,LONG Pure,634,725,691,1,1,11,8,148,199207,7,1992,2,2017,4,2018,14,120,12.6,4.7,12.6,4.7,2.5298580377,1.5453590557,9
2102,10039,201804,201703,LONG Pure,848,725,709,1,1,11,8,148,199207,7,1992,3,2017,4,2018,13,120,17.0,2.2,17.0,2.2,2.8311828865,0.7915872534,9
2108,10039,201804,201709,LONG Pure,723,725,683,1,1,11,8,148,199207,7,1992,9,2017,4,2018,7,120,0.3,5.8,0.3,5.8,-1.287854288,1.7566681494,9
2117,10039,201805,201703,LONG Pure,878,586,742,1,1,11,8,148,199207,7,1992,3,2017,5,2018,14,120,49.8,26.6,49.8,26.6,3.9086041987,3.2817064037,9
2156,10044,201202,201111,LONG Pure,404,343,538,1,1,11,3,94,200810,10,2008,11,2011,2,2012,3,40,17.8,56.9,17.8,56.9,2.878313603,4.0404392974,3
2161,10044,201203,201201,LONG Pure,392,459,531,1,1,11,3,94,200810,10,2008,1,2012,3,2012,2,41,14.6,15.7,14.6,15.7,2.6808125953,2.7527860949,3
2166,10044,201204,201203,LONG Pure,393,634,650,1,1,11,3,94,200810,10,2008,3,2012,4,2012,1,42,38.0,2.5,38.0,2.5,3.637918165,0.9257099538,3
2220,10044,201304,201302,LONG Pure,655,524,689,1,1,11,3,94,200810,10,2008,2,2013,4,2013,2,54,25.0,31.5,25.0,31.5,3.2188758249,3.4496239756,4
2248,10046,201302,201301,SHORT ShiftLevel,215,219,324,1,1,11,2,71,201209,9,2012,1,2013,2,2013,1,5,1.8,47.9,1.8,47.9,0.6023928173,3.8700588063,4
2254,10046,201304,201210,SHORT ShiftLevel,180,798,402,1,1,11,2,71,201209,9,2012,10,2012,4,2013,6,7,77.4,49.6,77.4,49.6,4.349550046,3.9044757998,4
2257,10046,201304,201301,SHORT ShiftLevel,396,798,395,1,1,11,2,71,201209,9,2012,1,2013,4,2013,3,7,50.4,50.5,50.4,50.5,3.9195136772,3.9219981505,4
2286,10064,201611,201608,SHORT ShiftLevel,687,659,830,1,1,11,3,74,201603,3,2016,8,2016,11,2016,3,8,4.2,25.9,4.2,25.9,1.4466511617,3.256110208,7
2293,10064,201612,201611,SHORT ShiftLevel,583,856,457,1,1,11,3,74,201603,3,2016,11,2016,12,2016,1,9,31.9,46.6,31.9,46.6,3.462371605,3.8418612267,7
2336,10075,201401,201312,SHORT ShiftLevel,134,164,96,1,1,11,3,63,201306,6,2013,12,2013,1,2014,1,7,18.3,41.5,18.3,41.5,2.9065011398,3.7248114633,5
2345,10075,201404,201309,SHORT ShiftLevel,215,62,80,1,1,11,3,63,201306,6,2013,9,2013,4,2014,7,10,246.8,29.0,246.8,29.0,5.5084737223,3.3684075588,5
2361,10077,201605,201604,SHORT ShiftLevel,255,104,408,1,1,11,3,100,201512,12,2015,4,2016,5,2016,1,5,145.2,292.3,145.2,292.3,4.9780591237,5.6778069883,7
2385,10077,201610,201608,SHORT ShiftLevel,426,53,368,1,1,11,3,100,201512,12,2015,8,2016,10,2016,2,10,703.8,594.3,300.0,300.0,6.5564566921,6.3874509113,7
2418,10077,201703,201611,SHORT ShiftLevel,476,53,574,1,1,11,3,100,201512,12,2015,11,2016,3,2017,4,15,798.1,983.0,300.0,300.0,6.6822504515,6.8906283142,8
2432,10077,201705,201610,SHORT ShiftLevel,607,107,762,1,1,11,3,100,201512,12,2015,10,2016,5,2017,7,17,467.3,612.1,300.0,300.0,6.1469494499,6.4169765872,8
2434,10077,201705,201612,SHORT ShiftLevel,497,107,763,1,1,11,3,100,201512,12,2015,12,2016,5,2017,5,17,364.5,613.1,300.0,300.0,5.8984880906,6.4185021405,8
2448,10077,201706,201705,LONG Pure,75,154,21,1,1,11,3,100,201512,12,2015,5,2017,6,2017,1,18,51.3,86.4,51.3,86.4,3.937665436,4.4585667118,8
2450,10081,201409,201406,SHORT XT,708,678,549,1,1,11,3,76,201409,9,2014,6,2014,9,2014,3,0,4.4,19.0,4.4,19.0,1.4872202797,2.9458353024,5
2454,10081,201412,201410,SHORT ShiftLevel,181,181,145,1,1,11,3,76,201409,9,2014,10,2014,12,2014,2,3,0.0,19.9,0.0,19.9,,2.9901920932,5
2465,10081,201503,201412,SHORT ShiftLevel,718,362,572,1,1,11,3,76,201409,9,2014,12,2014,3,2015,3,6,98.3,58.0,98.3,58.0,4.588456705,4.0606335049,6
2476,10103,201609,201608,SHORT ShiftLevel,1,80,130,1,1,11,,,,,,8,2016,9,2016,1,,98.8,62.5,98.8,62.5,4.5925914038,4.1351665567,7
2486,10103,201701,201608,SHORT ShiftLevel,51,88,123,1,1,11,,,,,,8,2016,1,2017,5,,42.0,39.8,42.0,39.8,3.7387512842,3.683181433,8
2488,10103,201701,201610,SHORT ShiftLevel,11,88,86,1,1,11,,,,,,10,2016,1,2017,3,,87.5,2.3,87.5,2.3,4.4716387934,0.8209805521,8
2517,10103,201705,201701,SHORT ShiftLevel,15,53,69,1,1,11,,,,,,1,2017,5,2017,4,,71.7,30.2,71.7,30.2,4.2724644322,3.4074669947,8
2528,10103,201706,201703,SHORT ShiftLevel,27,131,48,1,1,11,,,,,,3,2017,6,2017,3,,79.4,63.4,79.4,63.4,4.3743637619,4.1488134706,8
2530,10103,201706,201705,SHORT ShiftLevel,27,131,164,1,1,11,,,,,,5,2017,6,2017,1,,79.4,25.2,79.4,25.2,4.3743637619,3.2264804243,8
2532,10108,201605,201603,SHORT ShiftLevel,666,326,517,1,1,11,3,139,201512,12,2015,3,2016,5,2016,2,5,104.3,58.6,104.3,58.6,4.6472184222,4.0705462327,7
2554,10108,201610,201605,SHORT ShiftLevel,126,108,387,1,1,11,3,139,201512,12,2015,5,2016,10,2016,5,10,16.7,258.3,16.7,258.3,2.8134107168,5.5542507407,7
2565,10108,201611,201609,SHORT ShiftLevel,255,128,270,1,1,11,3,139,201512,12,2015,9,2016,11,2016,2,11,99.2,110.9,99.2,110.9,4.5973270085,4.7089669797,7
2566,10108,201611,201610,SHORT ShiftLevel,220,128,204,1,1,11,3,139,201512,12,2015,10,2016,11,2016,1,11,71.9,59.4,71.9,59.4,4.2749284991,4.0838732624,7
2573,10108,201612,201609,SHORT ShiftLevel,271,54,275,1,1,11,3,139,201512,12,2015,9,2016,12,2016,3,12,401.9,409.3,300.0,300.0,5.996083493,6.0143488409,7
2584,10108,201702,201611,SHORT ShiftLevel,295,98,191,1,1,11,3,139,201512,12,2015,11,2016,2,2017,3,14,201.0,94.9,201.0,94.9,5.3034064361,4.5528022005,8
2609,10108,201705,201703,SHORT ShiftLevel,281,203,57,1,1,11,3,139,201512,12,2015,3,2017,5,2017,2,17,38.4,71.9,38.4,71.9,3.6486730336,4.2755708287,8
2616,10108,201706,201701,SHORT ShiftLevel,349,90,104,1,1,11,3,139,201512,12,2015,1,2017,6,2017,5,18,287.8,15.6,287.8,15.6,5.6621885774,2.7444178453,8
2637,10119,201502,201412,SHORT ShiftLevel,83,68,103,1,1,11,3,87,201407,7,2014,12,2014,2,2015,2,7,22.1,51.5,22.1,51.5,3.0937126819,3.9410105423,6
2663,10119,201506,201412,SHORT ShiftLevel,90,76,95,1,1,11,3,87,201407,7,2014,12,2014,6,2015,6,11,18.4,25.0,18.4,25.0,2.9134941753,3.2188758249,6
2672,10120,201404,201403,SHORT ShiftLevel,915,149,335,1,1,11,3,115,201312,12,2013,3,2014,4,2014,1,4,514.1,124.8,300.0,124.8,6.2424060498,4.8269705538,5
2675,10123,201107,201104,LONG DownTrend,3178,3354,2331,1,1,11,8,31,199907,7,1999,4,2011,7,2011,3,120,5.2,30.5,5.2,30.5,1.6577452386,3.4177560096,2
2688,10123,201110,201108,LONG DownTrend,2595,4052,2335,1,1,11,8,31,199907,7,1999,8,2011,10,2011,2,120,36.0,42.4,36.0,42.4,3.5823391268,3.7465381815,2
2703,10123,201201,201108,LONG DownTrend,3183,2316,2042,1,1,11,8,31,199907,7,1999,8,2011,1,2012,5,120,37.4,11.8,37.4,11.8,3.6226123241,2.4707014537,3
2712,10123,201202,201110,LONG DownTrend,2610,2049,2046,1,1,11,8,31,199907,7,1999,10,2011,2,2012,4,120,27.4,0.1,27.4,0.1,3.3097839433,-1.921324674,3
2715,10123,201202,201201,LONG DownTrend,2400,2049,2394,1,1,11,8,31,199907,7,1999,1,2012,2,2012,1,120,17.1,16.8,17.1,16.8,2.8408492612,2.8236074548,3
2723,10123,201203,201201,LONG DownTrend,2867,2990,3652,1,1,11,8,31,199907,7,1999,1,2012,3,2012,2,120,4.1,22.1,4.1,22.1,1.414325875,3.0974070755,3
2728,10123,201204,201109,LONG DownTrend,5507,5013,4472,1,1,11,8,31,199907,7,1999,9,2011,4,2012,7,120,9.9,10.8,9.9,10.8,2.2879158859,2.3787996476,3
2730,10123,201204,201111,LONG DownTrend,5124,5013,4563,1,1,11,8,31,199907,7,1999,11,2011,4,2012,5,120,2.2,9.0,2.2,9.0,0.79491057,2.1946279515,3
2733,10123,201204,201202,LONG DownTrend,5484,5013,4656,1,1,11,8,31,199907,7,1999,2,2012,4,2012,2,120,9.4,7.1,9.4,7.1,2.2402384627,1.9631161505,3
2735,10123,201205,201106,LONG DownTrend,7140,6192,3360,1,1,11,8,31,199907,7,1999,6,2011,5,2012,11,120,15.3,45.7,15.3,45.7,2.728511273,3.8228952255,3
2742,10123,201205,201201,LONG DownTrend,3894,6192,4426,1,1,11,8,31,199907,7,1999,1,2012,5,2012,4,120,37.1,28.5,37.1,28.5,3.6139512291,3.3506291519,3
2751,10123,201206,201111,LONG DownTrend,2906,2396,2678,1,1,11,8,31,199907,7,1999,11,2011,6,2012,7,120,21.3,11.8,21.3,11.8,3.0580249525,2.4655212977,3
2761,10123,201207,201203,LONG DownTrend,3200,3784,2883,1,1,11,8,31,199907,7,1999,3,2012,7,2012,4,120,15.4,23.8,15.4,23.8,2.7365342386,3.1701385134,3
2770,10123,201209,201206,LONG DownTrend,2777,3007,3504,1,1,11,8,31,199907,7,1999,6,2012,9,2012,3,120,7.6,16.5,7.6,16.5,2.0345513119,2.8050620291,3
2792,10123,201301,201206,LONG DownTrend,3061,3477,2300,1,1,11,8,31,199907,7,1999,6,2012,1,2013,7,120,12.0,33.9,12.0,33.9,2.4819303142,3.5219691612,4
2803,10123,201302,201209,LONG DownTrend,2910,2193,2529,1,1,11,8,31,199907,7,1999,9,2012,2,2013,5,120,32.7,15.3,32.7,15.3,3.4872202782,2.7292555975,4
2819,10123,201304,201206,LONG DownTrend,5138,6963,4785,1,1,11,8,31,199907,7,1999,6,2012,4,2013,10,120,26.2,31.3,26.2,31.3,3.2661397571,3.4429667945,4
2846,10123,201306,201210,LONG XT,2588,3197,2669,1,1,11,8,31,199907,7,1999,10,2012,6,2013,8,120,19.0,16.5,19.0,16.5,2.9470203046,2.8042983206,4
2861,10123,201308,201307,LONG Pure,2908,2515,3104,1,1,11,8,31,199907,7,1999,7,2013,8,2013,1,120,15.6,23.4,15.6,23.4,2.7489517153,3.1535682871,4
2879,10123,201312,201307,LONG Pure,2999,3902,3279,1,1,11,8,31,199907,7,1999,7,2013,12,2013,5,120,23.1,16.0,23.1,16.0,3.1416482182,2.7704721836,4
2883,10123,201312,201311,LONG Pure,2753,3902,2818,1,1,11,8,31,199907,7,1999,11,2013,12,2013,1,120,29.4,27.8,29.4,27.8,3.3825729427,3.3243388468,4
2898,10123,201402,201311,LONG Pure,2335,2236,1964,1,1,11,8,31,199907,7,1999,11,2013,2,2014,3,120,4.4,12.2,4.4,12.2,1.4878462018,2.498528418,5
2918,10123,201404,201312,LONG Pure,5705,8983,5502,1,1,11,8,31,199907,7,1999,12,2013,4,2014,4,120,36.5,38.8,36.5,38.8,3.5970697641,3.6571558926,5
2924,10123,201405,201307,LONG Pure,5724,4968,5847,1,1,11,8,31,199907,7,1999,7,2013,5,2014,10,120,15.2,17.7,15.2,17.7,2.7224389386,2.8731824601,5
2943,10123,201406,201402,LONG Pure,2958,3015,2921,1,1,11,8,31,199907,7,1999,2,2014,6,2014,4,120,1.9,3.1,1.9,3.1,0.6368663447,1.1371098591,5
2954,10123,201408,201402,LONG Pure,2609,2077,2414,1,1,11,8,31,199907,7,1999,2,2014,8,2014,6,120,25.6,16.2,25.6,16.2,3.2431338515,2.7865732925,5
2955,10123,201408,201403,LONG Pure,2694,2077,2285,1,1,11,8,31,199907,7,1999,3,2014,8,2014,5,120,29.7,10.0,29.7,10.0,3.391359386,2.3040284418,5
2956,10123,201408,201404,LONG Pure,2521,2077,2338,1,1,11,8,31,199907,7,1999,4,2014,8,2014,4,120,21.4,12.6,21.4,12.6,3.0623149245,2.5310107694,5
2966,10123,201409,201408,LONG Pure,3361,2629,2325,1,1,11,8,31,199907,7,1999,8,2014,9,2014,1,120,27.8,11.6,27.8,11.6,3.3265918752,2.4478390627,5
2971,10123,201410,201407,LONG Pure,3589,1974,2229,1,1,11,8,31,199907,7,1999,7,2014,10,2014,3,120,81.8,12.9,81.8,12.9,4.4044432017,2.5586165112,5
2982,10123,201412,201401,LONG Pure,2833,1796,2298,1,1,11,8,31,199907,7,1999,1,2014,12,2014,11,120,57.7,28.0,57.7,28.0,4.0559401454,3.3304530568,5
2995,10123,201501,201407,LONG Pure,3555,2064,2834,1,1,11,8,31,199907,7,1999,7,2014,1,2015,6,120,72.2,37.3,72.2,37.3,4.2799713742,3.6191595742,6
3003,10123,201502,201405,LONG Pure,2595,1501,2179,1,1,11,8,31,199907,7,1999,5,2014,2,2015,9,120,72.9,45.2,72.9,45.2,4.2888793373,3.8104306423,6
3020,10123,201503,201411,LONG Pure,3452,6420,3211,1,1,11,8,31,199907,7,1999,11,2014,3,2015,4,120,46.2,50.0,46.2,50.0,3.8336403936,3.9117114304,6
3026,10123,201504,201405,LONG Pure,6532,3413,5224,1,1,11,8,31,199907,7,1999,5,2014,4,2015,11,120,91.4,53.1,91.4,53.1,4.5150909537,3.971457695,6
3028,10123,201504,201407,LONG Pure,7139,3413,5043,1,1,11,8,31,199907,7,1999,7,2014,4,2015,9,120,109.2,47.8,109.2,47.8,4.6929137882,3.8661585309,6
3030,10123,201504,201409,LONG Pure,5568,3413,5653,1,1,11,8,31,199907,7,1999,9,2014,4,2015,7,120,63.1,65.6,63.1,65.6,4.1453692396,4.1840543819,6
3032,10123,201504,201411,LONG Pure,6308,3413,6592,1,1,11,8,31,199907,7,1999,11,2014,4,2015,5,120,84.8,93.1,84.8,93.1,4.4405636271,4.534145198,6
3046,10123,201505,201412,LONG Pure,5670,3701,4144,1,1,11,8,31,199907,7,1999,12,2014,5,2015,5,120,53.2,12.0,53.2,12.0,3.9740929322,2.4823816236,6
3047,10123,201505,201501,LONG Pure,4813,3701,3812,1,1,11,8,31,199907,7,1999,1,2015,5,2015,4,120,30.0,3.0,30.0,3.0,3.4027273284,1.0983420549,6
3053,10123,201506,201405,LONG Pure,3242,1974,3005,1,1,11,8,31,199907,7,1999,5,2014,6,2015,13,120,64.2,52.2,64.2,52.2,4.162549101,3.95563745,6
3060,10123,201506,201412,LONG Pure,3673,1974,2515,1,1,11,8,31,199907,7,1999,12,2014,6,2015,6,120,86.1,27.4,86.1,27.4,4.4551480877,3.3107722448,6
3066,10123,201507,201407,LONG Pure,4240,1956,3013,1,1,11,8,31,199907,7,1999,7,2014,7,2015,12,120,116.8,54.0,116.8,54.0,4.7601969062,3.9897033213,6
3072,10123,201507,201501,LONG Pure,2916,1956,2560,1,1,11,8,31,199907,7,1999,1,2015,7,2015,6,120,49.1,30.9,49.1,30.9,3.8934466199,3.4300875333,6
3096,10123,201509,201506,LONG Pure,2412,1454,2013,1,1,11,8,31,199907,7,1999,6,2015,9,2015,3,120,65.9,38.4,65.9,38.4,4.1879443059,3.649246001,6
3123,10123,201512,201506,LONG Pure,2058,1308,1660,1,1,11,8,31,199907,7,1999,6,2015,12,2015,6,120,57.3,26.9,57.3,26.9,4.0489888605,3.2925468296,6
3137,10123,201601,201509,LONG Pure,1710,1382,1730,1,1,11,8,31,199907,7,1999,9,2015,1,2016,4,120,23.7,25.2,23.7,25.2,3.16689679,3.2260856614,7
3139,10123,201601,201511,LONG Pure,1499,1382,1773,1,1,11,8,31,199907,7,1999,11,2015,1,2016,2,120,8.5,28.3,8.5,28.3,2.1360571165,3.3425907416,7
3169,10123,201604,201502,LONG Pure,5745,2409,4380,1,1,11,8,31,199907,7,1999,2,2015,4,2016,14,120,138.5,81.8,138.5,81.8,4.9307309469,4.4044994905,7
3174,10123,201604,201507,LONG Pure,3717,2409,4221,1,1,11,8,31,199907,7,1999,7,2015,4,2016,9,120,54.3,75.2,54.3,75.2,3.9944577154,4.32038967,7
3190,10123,201605,201508,LONG Pure,3399,2612,3628,1,1,11,8,31,199907,7,1999,8,2015,5,2016,9,120,30.1,38.9,30.1,38.9,3.405526944,3.6609273237,7
3200,10123,201606,201502,LONG Pure,3036,1346,1562,1,1,11,8,31,199907,7,1999,2,2015,6,2016,16,120,125.6,16.0,125.6,16.0,4.8327614837,2.7755560835,7
3220,10123,201607,201506,LONG Pure,2085,1255,1408,1,1,11,8,31,199907,7,1999,6,2015,7,2016,13,120,66.1,12.2,66.1,12.2,4.1917050352,2.5007172558,7
3226,10123,201607,201512,LONG Pure,988,1255,1732,1,1,11,8,31,199907,7,1999,12,2015,7,2016,7,120,21.3,38.0,21.3,38.0,3.0575279928,3.6377958253,7
3228,10123,201607,201602,LONG Pure,2041,1255,1975,1,1,11,8,31,199907,7,1999,2,2016,7,2016,5,120,62.6,57.4,62.6,57.4,4.1372361269,4.0495305464,7
3241,10123,201608,201511,LONG Pure,851,888,1272,1,1,11,8,31,199907,7,1999,11,2015,8,2016,9,120,4.2,43.2,4.2,43.2,1.4271163556,3.7668409956,7
3245,10123,201608,201603,LONG Pure,1312,888,1545,1,1,11,8,31,199907,7,1999,3,2016,8,2016,5,120,47.7,74.0,47.7,74.0,3.8659318982,4.3038824615,7
3271,10123,201611,201605,LONG Pure,1118,1286,1199,1,1,11,8,31,199907,7,1999,5,2016,11,2016,6,120,13.1,6.8,13.1,6.8,2.5698422606,1.9117863998,7
3278,10123,201612,201602,LONG Pure,1531,167,1242,1,1,11,8,31,199907,7,1999,2,2016,12,2016,10,120,816.8,643.7,300.0,300.0,6.705353212,6.4672523141,7
3284,10123,201612,201608,LONG Pure,1330,167,827,1,1,11,8,31,199907,7,1999,8,2016,12,2016,4,120,696.4,395.2,300.0,300.0,6.5459345261,5.9794162086,7
3291,10125,201310,201307,SHORT ShiftLevel,155,55,337,1,1,11,3,124,201306,6,2013,7,2013,10,2013,3,4,181.8,512.7,181.8,300.0,5.2030071867,6.2397440717,4
3297,10125,201311,201310,SHORT ShiftLevel,241,590,197,1,1,11,3,124,201306,6,2013,10,2013,11,2013,1,5,59.2,66.6,59.2,66.6,4.0801195713,4.198857261,4
3304,10127,201106,201105,SHORT ShiftLevel,990,1009,8057,1,1,11,3,60,201103,3,2011,5,2011,6,2011,1,3,1.9,698.5,1.9,300.0,0.6328941448,6.5489543333,2
3311,10127,201108,201107,SHORT ShiftLevel,620,1022,1359,1,1,11,3,60,201103,3,2011,7,2011,8,2011,1,5,39.3,33.0,39.3,33.0,3.6721055038,3.4957363456,2
3351,10127,201203,201111,SHORT ShiftLevel,2043,607,1287,1,1,11,3,60,201103,3,2011,11,2011,3,2012,4,12,236.6,112.0,236.6,112.0,5.4662581445,4.7187341931,3
3402,10128,201303,201211,SHORT ShiftLevel,2872,1684,1852,1,1,11,9,50,201208,8,2012,11,2012,3,2013,4,7,70.5,10.0,70.5,10.0,4.2562694911,2.3002069706,4
3418,10128,201305,201302,SHORT ShiftLevel,3104,1629,3014,1,1,11,9,50,201208,8,2012,2,2013,5,2013,3,9,90.5,85.0,90.5,85.0,4.5058618462,4.442903996,4
3425,10128,201306,201301,SHORT ShiftLevel,1577,1751,1362,1,1,11,9,50,201208,8,2012,1,2013,6,2013,5,10,9.9,22.2,9.9,22.2,2.2962831529,3.1008071973,4
3427,10128,201306,201303,SHORT ShiftLevel,1224,1751,1194,1,1,11,9,50,201208,8,2012,3,2013,6,2013,3,10,30.1,31.8,30.1,31.8,3.4044284022,3.4597930936,4
3434,10128,201308,201304,SHORT ShiftLevel,1178,1066,1231,1,1,11,9,50,201208,8,2012,4,2013,8,2013,4,12,10.5,15.5,10.5,15.5,2.3520004526,2.7394470552,4
3462,10128,201401,201307,SHORT ShiftLevel,1288,791,938,1,1,11,9,50,201208,8,2012,7,2013,1,2014,6,17,62.8,18.6,62.8,18.6,4.1404622443,2.922304805,5
3486,10128,201403,201402,LONG XT,1147,1101,1027,1,1,11,9,50,201208,8,2012,2,2014,3,2014,1,19,4.2,6.7,4.2,6.7,1.4298374458,1.9052611425,5
3501,10128,201405,201308,SHORT ShiftLevel,1726,1279,1773,1,1,11,9,50,201208,8,2012,8,2013,5,2014,9,21,34.9,38.6,34.9,38.6,3.553894979,3.6538719016,5
3562,10128,201412,201407,LONG XT,1262,363,448,1,1,11,9,50,201208,8,2012,7,2014,12,2014,5,28,247.7,23.4,247.7,23.4,5.5120503862,3.1534186082,5
3565,10128,201412,201410,LONG XT,1220,363,505,1,1,11,9,50,201208,8,2012,10,2014,12,2014,2,28,236.1,39.1,236.1,39.1,5.4642052703,3.6665944093,5
3574,10128,201501,201410,LONG XT,657,420,537,1,1,11,9,50,201208,8,2012,10,2014,1,2015,3,29,56.4,27.9,56.4,27.9,4.0329756158,3.3270894095,6
3612,10128,201504,201503,LONG XT,1504,891,886,1,1,11,9,50,201208,8,2012,3,2015,4,2015,1,32,68.8,0.6,68.8,0.6,4.2311906945,-0.577736329,6
3620,10128,201505,201410,LONG XT,923,1075,966,1,1,11,9,50,201208,8,2012,10,2014,5,2015,7,33,14.1,10.1,14.1,10.1,2.6489747663,2.3164421277,6
3649,10128,201507,201502,LONG XT,813,627,482,1,1,11,9,50,201208,8,2012,2,2015,7,2015,5,35,29.7,23.1,29.7,23.1,3.3899703191,3.1409573878,6
3654,10128,201508,201407,LONG XT,1039,374,485,1,1,11,9,50,201208,8,2012,7,2014,8,2015,13,36,177.8,29.7,177.8,29.7,5.1807014292,3.3904445899,6
3668,10128,201509,201502,LONG XT,588,382,385,1,1,11,9,50,201208,8,2012,2,2015,9,2015,7,37,53.9,0.8,53.9,0.8,3.9876257462,-0.241638134,6
3671,10128,201509,201505,LONG XT,546,382,401,1,1,11,9,50,201208,8,2012,5,2015,9,2015,4,37,42.9,5.0,42.9,5.0,3.7596160052,1.6041885565,6
3681,10128,201510,201507,LONG XT,394,393,325,1,1,11,9,50,201208,8,2012,7,2015,10,2015,3,38,0.3,17.3,0.3,17.3,-1.368639426,2.8508682793,6
3682,10128,201510,201508,LONG XT,385,393,313,1,1,11,9,50,201208,8,2012,8,2015,10,2015,2,38,2.0,20.4,2.0,20.4,0.7108021158,3.0133872088,6
3686,10128,201511,201503,LONG XT,1273,221,488,1,1,11,9,50,201208,8,2012,3,2015,11,2015,8,39,476.0,120.8,300.0,120.8,6.1654558778,4.7942561429,6
3688,10128,201511,201505,LONG XT,1172,221,492,1,1,11,9,50,201208,8,2012,5,2015,11,2015,6,39,430.3,122.6,300.0,122.6,6.064521547,4.8091263054,6
3698,10128,201512,201505,LONG XT,1043,84,290,1,1,11,9,50,201208,8,2012,5,2015,12,2015,7,40,1141.7,245.2,300.0,245.2,7.040244462,5.5022295559,6
3706,10129,201508,201505,SHORT XT,983,75,9,1,1,11,,,,,,5,2015,8,2015,3,,1210.7,88.0,300.0,88.0,7.0989264511,4.4773368145,6
